ID,档位,类型,主题,需明确同意,来源,题目
v9-t3-1117,大胆,真心话,现场选择,否,v9-expansion,如果现场有人对你产生好感，你最希望对方用“直接说”的方式表达？
v9-t3-1118,大胆,真心话,边界与信任,否,v9-expansion,如果对方要求你在长期计划和关系之间做选择，你会怎么做？
v9-t3-1119,大胆,真心话,心动与遗憾,否,v9-expansion,对方做出“愿意谈未来”时，你最容易突然心动吗？
v9-t3-1120,大胆,真心话,关系坦白,否,v9-expansion,你认为缺少行动的关系还能维持多久？
v9-t3-1121,大胆,真心话,现场选择,否,v9-expansion,现场谁最像会在关系中害怕承诺的人？可以只说特质。
v9-t3-1122,大胆,真心话,边界与信任,否,v9-expansion,你能接受重要的人在家庭问题上对你有所保留吗？
v9-t3-1123,大胆,真心话,心动与遗憾,否,v9-expansion,你曾经因为害怕被拒绝错过一个可能喜欢你的人吗？
v9-t3-1124,大胆,真心话,关系坦白,否,v9-expansion,你认为缺少坦诚的关系还能维持多久？
v9-t3-1125,大胆,真心话,现场选择,否,v9-expansion,如果必须与现场一位玩家一起经历共同照顾宠物，你会选谁？
v9-t3-1126,大胆,真心话,边界与信任,否,v9-expansion,你能接受重要的人在对婚姻的看法上对你有所保留吗？
v9-t3-1127,大胆,真心话,心动与遗憾,否,v9-expansion,你有没有把不甘心误认为爱情或喜欢？后来怎样发现的？
v9-t3-1128,大胆,真心话,关系坦白,否,v9-expansion,你认为缺少亲密感的关系还能维持多久？
v9-t3-1129,大胆,真心话,现场选择,否,v9-expansion,现场谁最可能让你在准备告别时愿意说真话？为什么？
v9-t3-1130,大胆,真心话,边界与信任,否,v9-expansion,重要的人做出“用冷处理惩罚你”时，你会把它视为背叛吗？
v9-t3-1131,大胆,真心话,心动与遗憾,否,v9-expansion,如果可以重来一次，你最想改变哪次关于公开关系的决定？
v9-t3-1132,大胆,真心话,关系坦白,否,v9-expansion,你曾经因为一段关系缺少共同目标而逐渐失望吗？
v9-t3-1133,大胆,真心话,边界与信任,否,v9-expansion,关于朋友优先级，你的底线是否曾经因为一个人而改变？
v9-t3-1134,大胆,真心话,心动与遗憾,否,v9-expansion,你有没有把胜负欲误认为爱情或喜欢？后来怎样发现的？
v9-t3-1135,大胆,真心话,关系坦白,否,v9-expansion,你在被冷落这件事上做过最不坦诚的选择是什么？
v9-t3-1136,大胆,真心话,边界与信任,否,v9-expansion,如果对方要求你在现有朋友圈和关系之间做选择，你会怎么做？
v9-t3-1137,大胆,真心话,心动与遗憾,否,v9-expansion,你有没有把孤独误认为爱情或喜欢？后来怎样发现的？
v9-t3-1138,大胆,真心话,关系坦白,否,v9-expansion,关于被冷落，你最害怕别人发现你的哪种想法？
v9-t3-1139,大胆,真心话,边界与信任,否,v9-expansion,重要的人做出“长期忽视你的感受”时，你会把它视为背叛吗？
v9-t3-1140,大胆,真心话,心动与遗憾,否,v9-expansion,你曾经因为距离问题错过一个可能喜欢你的人吗？
v9-t3-1141,大胆,真心话,关系坦白,否,v9-expansion,你在面对前任这件事上做过最不坦诚的选择是什么？
v9-t3-1142,大胆,真心话,边界与信任,否,v9-expansion,如果对方要求你在个人理想和关系之间做选择，你会怎么做？
v9-t3-1143,大胆,真心话,心动与遗憾,否,v9-expansion,对方做出“在你低落时陪伴”时，你最容易突然心动吗？
v9-t3-1144,大胆,真心话,关系坦白,否,v9-expansion,你有没有在确认关系时故意隐藏真实感受？为什么？
v9-t3-1145,大胆,真心话,边界与信任,否,v9-expansion,关于前任联系，你的底线是否曾经因为一个人而改变？
v9-t3-1146,大胆,真心话,心动与遗憾,否,v9-expansion,你有没有把被需要误认为爱情或喜欢？后来怎样发现的？
v9-t3-1147,大胆,真心话,关系坦白,否,v9-expansion,你曾经因为一段关系缺少理解而逐渐失望吗？
v9-t3-1148,大胆,真心话,边界与信任,否,v9-expansion,如果对方要求你在生活城市和关系之间做选择，你会怎么做？
v9-t3-1149,大胆,真心话,心动与遗憾,否,v9-expansion,如果可以重来一次，你最想改变哪次关于搬去同一城市的决定？
v9-t3-1150,大胆,真心话,关系坦白,否,v9-expansion,你在等待承诺这件事上做过最不坦诚的选择是什么？
v9-t3-1151,大胆,真心话,边界与信任,否,v9-expansion,重要的人做出“否认已经答应的事”时，你会把它视为背叛吗？
v9-t3-1152,大胆,真心话,心动与遗憾,否,v9-expansion,如果可以重来一次，你最想改变哪次关于告诉朋友的决定？
v9-t3-1153,大胆,真心话,关系坦白,否,v9-expansion,你认为缺少理解的关系还能维持多久？
v9-t3-1154,大胆,真心话,边界与信任,否,v9-expansion,关于共享定位，你的底线是否曾经因为一个人而改变？
v9-t3-1155,大胆,真心话,心动与遗憾,否,v9-expansion,如果可以重来一次，你最想改变哪次关于结束暧昧的决定？
v9-t3-1156,大胆,真心话,关系坦白,否,v9-expansion,关于对方道歉，你最害怕别人发现你的哪种想法？
v9-t3-1157,大胆,真心话,边界与信任,否,v9-expansion,重要的人做出“长期说一套做一套”时，你会把它视为背叛吗？
v9-t3-1158,大胆,真心话,心动与遗憾,否,v9-expansion,你有没有把依赖误认为爱情或喜欢？后来怎样发现的？
v9-t3-1159,大胆,真心话,关系坦白,否,v9-expansion,你认为缺少信任的关系还能维持多久？
v9-t3-1160,大胆,真心话,边界与信任,否,v9-expansion,重要的人做出“公开你的秘密”时，你会把它视为背叛吗？
d301,大胆,大冒险,历史题库,否,v8,选择一位玩家，用三十秒认真说明你欣赏对方的地方。
d302,大胆,大冒险,历史题库,否,v8,与一位自愿参加的玩家完成二十秒默契动作同步。
d303,大胆,大冒险,历史题库,否,v8,让现场玩家各说一个词，组成一段即兴告白。
d304,大胆,大冒险,历史题库,否,v8,选择一位玩家，互相说出对方给自己的第一印象。
d305,大胆,大冒险,历史题库,否,v8,以“我一直没告诉大家”为开头，讲一件无伤大雅的小事。
d306,大胆,大冒险,历史题库,否,v8,让一位玩家选择你的表演主题，即兴演三十秒。
d307,大胆,大冒险,历史题库,否,v8,面对现场所有人，完成一段真诚的十秒感谢。
d308,大胆,大冒险,历史题库,否,v8,任选一位玩家，给对方设计一句专属应援口号。
d309,大胆,大冒险,历史题库,否,v8,用偶像剧主角的方式邀请一位玩家与你击掌。
d310,大胆,大冒险,历史题库,否,v8,让大家投票选出你最适合的角色，并即兴表演。
d311,大胆,大冒险,历史题库,否,v8,选择一位玩家，轮流说对方优点，先停顿超过三秒的人输。
d312,大胆,大冒险,历史题库,否,v8,用三十秒讲述一次你真正感到骄傲的经历。
d313,大胆,大冒险,历史题库,否,v8,让现场玩家替你设计一句个人宣言，并大声念出。
d314,大胆,大冒险,历史题库,否,v8,选择一位玩家，合作完成一段十五秒即兴广告。
d315,大胆,大冒险,历史题库,否,v8,认真看向镜头或大家，说一句你现在最需要听到的话。
d316,大胆,大冒险,历史题库,否,v8,让大家指定一种情绪，你用这种情绪唱一句歌。
d317,大胆,大冒险,历史题库,否,v8,选择一位玩家，互相为对方取一个只在今晚使用的称号。
d318,大胆,大冒险,历史题库,否,v8,用发布会口吻宣布自己接下来一个月的小目标。
v9-d3-1161,大胆,大冒险,关系表演,否,v9-expansion,模拟一次“明知不合适仍然心动”，让大家判断你的角色是真诚还是嘴硬。
v9-d3-1162,大胆,大冒险,观点挑战,否,v9-expansion,假装你是关系节目嘉宾，回答：“长期暧昧不表态该不该被原谅？”
v9-d3-1163,大胆,大冒险,创意挑战,否,v9-expansion,把“暧昧结束指南”介绍成今晚最值得参加的节目。
v9-d3-1164,大胆,大冒险,大胆表达,否,v9-expansion,用最有说服力的语气解释：“为什么独立比依赖更重要？”
v9-d3-1165,大胆,大冒险,现场聚焦,是,v9-expansion,选一位玩家，说出你认为对方在保持边界方面最可能隐藏的优点。
v9-d3-1166,大胆,大冒险,关系表演,否,v9-expansion,把“关系降温后谈清楚”演成一段十秒电影预告。
v9-d3-1167,大胆,大冒险,观点挑战,否,v9-expansion,假装你是关系节目嘉宾，回答：“隐瞒重要事实该不该被原谅？”
v9-d3-1168,大胆,大冒险,创意挑战,否,v9-expansion,为“关系修复课程”设计一个夸张标题和一句宣传语。
v9-d3-1169,大胆,大冒险,大胆表达,否,v9-expansion,让大家指定一种笨拙风格，你用它说一句虚构告白。
v9-d3-1170,大胆,大冒险,现场聚焦,是,v9-expansion,请一位自愿玩家和你背对背坐十秒，轮流回答：“谁更怕失去自由？”
v9-d3-1171,大胆,大冒险,关系表演,否,v9-expansion,表演十五秒“关系降温后谈清楚”的内心独白。
v9-d3-1172,大胆,大冒险,观点挑战,否,v9-expansion,围绕“关系中是否需要绝对坦白”做二十秒立场陈述，结束时必须给出一个底线。
v9-d3-1173,大胆,大冒险,创意挑战,否,v9-expansion,把“关系修复课程”介绍成今晚最值得参加的节目。
v9-d3-1174,大胆,大冒险,大胆表达,是,v9-expansion,请一位自愿玩家与你进行十秒“决定保持距离”对话，不发生身体接触。
v9-d3-1175,大胆,大冒险,现场聚焦,是,v9-expansion,由大家指定一位玩家，你要为对方设计一个“最适合解决误会的人”奖项并颁奖。
v9-d3-1176,大胆,大冒险,关系表演,否,v9-expansion,表演十五秒“在争吵后先道歉”的内心独白。
v9-d3-1177,大胆,大冒险,观点挑战,否,v9-expansion,用一句话给正在经历“现实条件不合”的人一个大胆但不伤人的建议。
v9-d3-1178,大胆,大冒险,创意挑战,否,v9-expansion,为“暧昧结束指南”设计一个夸张标题和一句宣传语。
v9-d3-1179,大胆,大冒险,大胆表达,是,v9-expansion,请一位自愿玩家与你进行十秒“误会后的和解”对话，不发生身体接触。
v9-d3-1180,大胆,大冒险,现场聚焦,是,v9-expansion,请一位自愿玩家和你背对背坐十秒，轮流回答：“谁更看重稳定？”
v9-d3-1181,大胆,大冒险,关系表演,否,v9-expansion,用一句话演出“发现对方隐瞒秘密”，但不能直接说“喜欢”或“离开”。
v9-d3-1182,大胆,大冒险,观点挑战,否,v9-expansion,用一句话给正在经历“异地犹豫”的人一个大胆但不伤人的建议。
v9-d3-1183,大胆,大冒险,创意挑战,否,v9-expansion,用十秒为“重新开始计划”录制一段开场旁白。
v9-d3-1184,大胆,大冒险,大胆表达,否,v9-expansion,让大家指定一种悬疑电影风格，你用它说一句虚构告白。
v9-d3-1185,大胆,大冒险,现场聚焦,是,v9-expansion,选一位玩家，说出你认为对方在照顾别人方面最可能隐藏的优点。
v9-d3-1186,大胆,大冒险,关系表演,否,v9-expansion,把“发现自己吃醋”演成一段十秒电影预告。
v9-d3-1187,大胆,大冒险,观点挑战,否,v9-expansion,围绕“公开关系是否必要”做二十秒立场陈述，结束时必须给出一个底线。
v9-d3-1188,大胆,大冒险,创意挑战,否,v9-expansion,把“吃醋管理课程”介绍成今晚最值得参加的节目。
v9-d3-1189,大胆,大冒险,大胆表达,是,v9-expansion,选一位自愿玩家，用不涉及外貌的方式完成一次真人秀采访式夸奖。
v9-d3-1190,大胆,大冒险,现场聚焦,是,v9-expansion,选一位玩家，说出你认为对方在主动道歉方面最可能隐藏的优点。
v9-d3-1191,大胆,大冒险,关系表演,否,v9-expansion,把“被拒绝后装作轻松”演成一段十秒电影预告。
v9-d3-1192,大胆,大冒险,观点挑战,否,v9-expansion,围绕“异地是否值得坚持”做二十秒立场陈述，结束时必须给出一个底线。
v9-d3-1193,大胆,大冒险,创意挑战,否,v9-expansion,把“成年人约会节目”介绍成今晚最值得参加的节目。
v9-d3-1194,大胆,大冒险,大胆表达,否,v9-expansion,用最有说服力的语气解释：“为什么安全感比新鲜感更重要？”
v9-d3-1195,大胆,大冒险,现场聚焦,是,v9-expansion,由大家指定一位玩家，你要为对方设计一个“最适合共同创业的人”奖项并颁奖。
v9-d3-1196,大胆,大冒险,关系表演,否,v9-expansion,表演十五秒“想复合但不敢开口”的内心独白。
v9-d3-1197,大胆,大冒险,观点挑战,否,v9-expansion,假装你是关系节目嘉宾，回答：“把人当备选该不该被原谅？”
v9-d3-1198,大胆,大冒险,创意挑战,否,v9-expansion,把“异地恋生存手册”介绍成今晚最值得参加的节目。
v9-d3-1199,大胆,大冒险,大胆表达,否,v9-expansion,用最有说服力的语气解释：“为什么直接表达比慢慢试探更重要？”
v9-d3-1200,大胆,大冒险,现场聚焦,是,v9-expansion,由大家指定一位玩家，你要为对方设计一个“最适合主动道歉的人”奖项并颁奖。
v9-d3-1201,大胆,大冒险,关系表演,否,v9-expansion,模拟一次“想复合但不敢开口”，让大家判断你的角色是真诚还是嘴硬。
v9-d3-1202,大胆,大冒险,观点挑战,否,v9-expansion,围绕“个人空间是否必须”做二十秒立场陈述，结束时必须给出一个底线。
